,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species,Arms,Legs,Chest,Thighs,Hands,Heads,Feet,Fingers,Necks,Backs,Shoulders,Toes
4994,Unprovoked,Swimming,M,,Two 6-inch lacerations,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4995,Unprovoked,Fishing with dynamite,M,,Foot bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4996,Unprovoked,Working near fish traps,M,,"FATAL, died next day at 03h00",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4997,Unprovoked,Swimming,M,,Thigh bitten,N,A small shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
4999,Provoked,Fishing,M,36 & 23,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5000,Unprovoked,Collecting fish by lamplight in gully,M,23,"Right shin, calf and sole of foot lacerated",N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
5001,Unprovoked,Diving for trochus from lugger,M,45,Left foot acerated,N,4 m [13'] shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
5002,Unprovoked,Diving off wharf,M,Teen,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5003,Unprovoked,Swimming,M,,Minor injury,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5004,Unprovoked,Swimming ,F,20,Right thigh & calf lacerated,N,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
5005,Invalid,Fishing,M,,"Swept out to sea by strong currents, his remains found in a 5.5m shark caught off Barbers Point",,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5006,Unprovoked,Swimming,M,18,FATAL  (Wire netting installed at local beaches after this incident.),Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5007,Invalid,,M,,"""Mysteriously disappeared"" His body was found in an 18', 750-lb shark caught at Barber's Point on 01-Sep-1931",,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5009,Unprovoked,Swimming a quarter mile offshore,M,23,"FATAL, right leg bitten ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5010,Unprovoked,Swimming ,M,,"FATAL, ""rescuers saw shark trying to drag him under by the leg"" ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5011,Unprovoked,Swimming,M,,Minor injury,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5012,Unprovoked,Swimming,M,,Survived,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5013,Unprovoked,Fell overboard?,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5014,Unprovoked,Swimming,M,,Multiple injuries ,N,small sharks,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5015,Unprovoked,Swimming,M,,Nipped on leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5016,Unprovoked,"Fishing, had just speared a ulua",M,,Survived,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5017,Provoked,Gaffing & attempting to bring onboard a harpooned shark,M,,Tip of finger amputated PROVOKED INCIDENT,N,"Tiger shark, 3 m [10']",Injured,Tiger Shark,False,False,False,False,False,False,False,True,False,False,False,False
5018,Unprovoked,Crabbing,M,,Lacerations to fingers,N,6' shark,Injured,Regular Shark,False,False,False,False,False,False,False,True,False,False,False,False
5020,Unprovoked,"Fishing, boat capsized",M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5021,Unprovoked,Fishing with a cast net,M,19,"FATAL, left thigh severely bitten ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
5023,Provoked,"Fishing, hauling in net, shark in net",M,,"Finger lacerated, PROVOKED INCIDENT",N,"1.8 m [6'] ""cocktail shark",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5024,Invalid,Swimming ,M,39,Death may have been due to drowning,,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5025,Unprovoked,,M,,Recovered,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5026,Unprovoked,Pearl diving,M,,"Thigh, kneecap & lower leg badly lacerated",N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5027,Unprovoked,Swimming,M,18,Severe bump & few superficial wounds ,N,1.5 m [5'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5028,Unprovoked,"Swimming, carrying tin can with mail to steamer",M,,"FATAL, thereafter canoes were used to carry the mail",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5030,Unprovoked,Swimming,M,49,"Bumped by shark, legs abraded",N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5031,Unprovoked,Fell overboard,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5033,Unprovoked,,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5034,Unprovoked,Thrown into water from fishing dinghy,M,,Laceration to leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5035,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5037,Unprovoked,Fishing,M,17,Minor injury,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5038,Unprovoked,Swimming,M,38,Leg bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5039,Unprovoked,Swimming,M,,Lacerations to foot & ankle,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
5040,Unprovoked,Swimming,M,29,"Right arm & leg bitten, arm & leg surgically amputated ",N,,Injured,Regular Shark,True,True,False,False,False,False,False,False,False,False,False,False
5041,Unprovoked,Swimming,M,21,Arm lacerated from shoulder to wrist,N,Tiger shark,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,True,False
5042,Unprovoked,,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5043,Unprovoked,Swimming / floating,M,,Lacerations to arm,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
5045,Invalid,Air disaster,,,Shark involvement prior to death was not confirmed,,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5046,Invalid,,M,17,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5048,Unprovoked,Pearl diving,M,19,Arm & chest injured,N,,Injured,Regular Shark,False,False,True,False,False,False,False,False,False,False,False,False
5049,Unprovoked,Diving off pier & treading water,M,18,FATAL,Y,White shark 4.9 m [16'] ,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
5050,Provoked,Removing shark from a trap,M,,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
5051,Boating,Fishing schooner Jose Luis foundered,,,remains of one of the crew found in shark,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5052,Unprovoked,Swimming,M,23,Torso & arm bitten,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Injured,White Shark,True,False,False,False,False,False,False,False,False,False,False,False
5053,Sea Disaster,Swimming to shore after a squall  capsized their motorized shark fishing boat,M,,Five men were said to have been killed by sharks ,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5054,Unprovoked,,M,17,Survived,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5055,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5056,Unprovoked,Diving by wharf,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,Tiger shark,Injured,Tiger Shark,True,False,True,True,False,False,False,False,False,False,False,False
5057,Unprovoked,Diving,M,,Recovered at Thursday Island Hospital,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5058,Unprovoked,Bathing or body surfing ,F,17,Superficial lacerations on right leg,N,"""a small shark""",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5059,Unprovoked,Pearl diving,M,,Injuries to chest & arm,N,,Injured,Regular Shark,True,False,True,False,False,False,False,False,False,False,False,False
5060,Unprovoked,,M,20,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5061,Unprovoked,,M,50s,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5062,Sea Disaster,"Sea Disaster, wreck of the  SS Norwich City",M,,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5063,Unprovoked,Fishing,M,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
5064,Unprovoked,Pearl diving,M,,Heel injured,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5065,Unprovoked,Fishing ,M,,Arm injured when sharks rammed his boat,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5066,Unprovoked,Fell from wharf into water & attacked immediately,M,42,"FATAL, severe injuries to both legs ",Y,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5067,Unprovoked,Bathing,M,,Left foot & ankle bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
5068,Unprovoked,Swimming,M,,Right leg severed below knee,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
5069,Invalid,,F,,Body of woman recovered from 15' shark,,Shark involvement prior to death unconfirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5070,Provoked,Fishing,M,,Leg bitten by hooked shark PROVOKED INCIDENT,N,9-foot shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5071,Unprovoked,Pearl diving,M,,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,,Injured,Regular Shark,False,True,True,False,False,False,False,False,False,True,False,False
5072,Unprovoked,Diving for trepang,M,,Thigh bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5073,Unprovoked,Diving for trochus,M,,Lacerations to right wrist,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5074,Provoked,Standing in knee-deep water,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,"Grey nurse shark, 4' ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5075,Unprovoked,,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5076,Unprovoked,Swimming between boats,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5077,Unprovoked,Swimming,M,26,Right sole & toes lacerated,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,True
5078,Unprovoked,Bathing,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5079,Unprovoked,Launching rowboat through the surf,M,9,Foot bitten,N,"""a dog shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5080,Unprovoked,Launching rowboat through the surf,M,12,Legs bitten,N,"""a dog shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
5081,Unprovoked,Body surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,,Injured,Regular Shark,False,False,False,True,False,False,True,True,False,False,False,False
5083,Unprovoked,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,Galapagos shark,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
5084,Unprovoked,Swimming,M,  ,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
